0,0.944,3,"1.26548733703,1.546888848,1.26957955889"
1,0.945,3,"5.79794114296,2.74837127162,3.2381547088"
2,0.932,3,"12.188065363,4.81162443673,4.66671262612"
3,0.914667,3,"17.2634225025,5.5691791918,6.26927918288"
4,0.782333,3,"21.5048099946,8.02956543276,9.10037937652"
5,0.310667,3,"22.9838262667,10.7610990595,9.77618370428"
6,0.458,3,"37.6352759515,13.2874080434,12.2618179741"
7,0.375667,3,"40.9561137645,15.358190028,14.7566586424"
8,0.347333,3,"44.2342706549,16.2898674472,15.5717529512"
9,0.232333,3,"51.4421424886,16.6934856939,19.0896909252"
10,0.191667,3,"57.5263721397,18.8363837694,18.6824773786"
11,0.335333,3,"57.8615283256,19.8723547264,20.192010875"
12,0.456333,3,"70.2322515815,23.2304802299,21.4723281693"
13,0.333333,3,"73.403945591,23.2320538808,25.5520521224"
14,0.332667,3,"73.2064443617,29.6412019579,27.4013933984"
15,0.361,3,"76.7440174301,24.3857016598,32.3796815947"
16,0.604,3,"93.0859469618,32.5638061077,31.7683449637"
17,0.556,3,"83.7955903214,32.5242560797,29.638647316"
18,0.323333,3,"96.2706665957,41.2542740028,33.0964384874"
19,0.553,3,"103.26517826,33.6071792281,40.5990891506"
20,0.359667,3,"107.101918325,40.2232697348,42.6887789377"
21,0.579,3,"116.963111883,37.9058564408,37.3711274852"
22,0.333667,3,"120.019700558,46.9848247612,47.752491671"
23,0.504,3,"123.470925321,41.3909282534,41.2155443076"
24,0.311667,3,"116.990683285,44.1533786465,40.4878955729"
25,0.293333,3,"136.283928407,43.4361448065,46.9721768574"
26,0.609333,3,"150.908129374,50.270423775,50.2644971774"
27,0.556667,3,"140.641811751,48.0850887101,49.6257514322"
28,0.450333,3,"180.172581797,54.1682258113,51.4860940046"
29,0.666667,3,"151.041262605,50.8083427115,58.6486630352"
30,0.329667,3,"190.353797533,53.3366850742,53.4339336784"
31,0.338667,3,"167.629492648,52.8748138223,59.7635734765"
32,0.571,3,"179.095406575,59.0094799807,62.0662197076"
33,0.448,3,"192.276730763,67.6111440544,59.2185090523"
34,0.285,3,"178.283749273,62.2186374843,57.299050926"
35,0.348667,3,"211.600338302,58.7015939404,63.0928178349"
36,0.404333,3,"205.918915233,60.8995870853,68.8585436338"
37,0.201333,3,"195.370501706,76.5178904212,63.4853676506"
38,0.399333,3,"220.826210117,72.8916345537,71.5401510091"
39,0.527333,3,"221.212593846,65.5100986739,60.7454417713"
40,0.415333,3,"245.175466179,66.5203110249,69.215052113"
41,0.533333,3,"251.512526804,77.9839646408,77.8564296758"
42,0.256667,3,"258.650229037,83.4671598498,75.881113291"
43,0.349333,3,"236.171011051,75.5573297474,80.944133114"
44,0.333333,3,"225.781534875,89.0511915425,75.418758361"
45,0.37,3,"265.126052914,83.1899924981,83.2770961224"
46,0.269,3,"260.344769805,85.763479893,85.0187236235"
47,0.154333,3,"241.076260706,95.216171286,99.4513048929"
48,0.326,3,"295.042384742,97.5877449492,97.939725049"
49,0.347,3,"313.184398885,90.6651801172,97.0017171354"
50,0.673667,3,"250.043564651,100.414984371,80.6373364323"
51,0.311,3,"292.044323566,96.056346181,94.7304801882"
52,0.475,3,"292.212508154,97.7421596298,88.5945062136"
53,0.333333,3,"303.003533137,94.0724884553,99.9278443481"
54,0.324,3,"375.237075651,104.826784966,115.831050251"
55,0.0826667,3,"266.96834957,104.920729581,97.2145598436"
56,0.631,3,"307.843260093,94.9837698817,113.860421653"
57,0.002,3,"300.842300037,102.184736695,114.034186238"
58,0.275333,3,"312.269875444,107.826807339,107.125064987"
59,0.253667,3,"286.6489053,118.700458927,122.182155053"
60,0.333333,3,"364.506838251,126.938682637,115.267661887"
61,0.526,3,"300.331890425,124.787628304,125.255786235"
62,0.329333,3,"312.744806073,117.574026436,117.267097908"
63,0.275,3,"318.72073666,122.781100731,118.186207291"
64,0.012,3,"363.930236357,122.594221308,111.673439608"
65,0.189,3,"380.85477755,112.591151334,126.999923323"
66,0.333333,3,"343.478204383,106.486302002,120.469573606"
67,0.333333,3,"388.805664398,138.644321738,133.065889434"
68,0.234667,3,"377.489370512,142.598505456,140.864403397"
69,0.587,3,"376.2306213,121.332724856,135.312020137"
70,0.697667,3,"366.529751839,133.713327106,125.910081718"
71,0.342,3,"425.021945554,151.650491491,125.951982231"
72,0.563333,3,"440.998072459,137.225855168,135.931116577"
73,0.368333,3,"436.89117089,120.693377777,136.555262152"
74,0.268667,3,"415.820685435,151.788708808,122.689579727"
75,0.333333,3,"386.662342345,132.009905842,135.921371624"
76,0.155667,3,"421.288242838,150.828902886,149.862284503"
77,0.282333,3,"459.0013692,147.24169171,136.747841685"
78,0.294667,3,"475.157023149,169.240495965,128.244501656"
79,0.333333,3,"396.469022793,144.795458818,126.889888882"
80,0.333333,3,"451.529973555,185.283267079,143.260887985"
81,0.277667,3,"477.794823079,175.035119023,146.064821865"
82,0.335,3,"430.868500464,160.379417592,164.342477193"
83,0.615,3,"530.871175322,144.867508926,135.449548213"
84,0.312667,3,"429.713985375,146.33072511,166.2268698"
85,0.354667,3,"446.585945712,138.9402063,158.990648503"
86,0.277,3,"471.415555519,159.95554822,159.133425494"
87,0.401667,3,"437.648803966,132.411222037,158.082816722"
88,0.333333,3,"522.666543893,148.391522864,158.344548603"
89,0.272667,3,"490.921405063,177.01978015,159.085968763"
90,0.158333,3,"505.420602832,175.622536811,160.750101802"
91,0.333667,3,"501.309358568,175.334944175,144.149618444"
92,0.00233333,3,"475.518224176,163.716745933,165.698039425"
93,0.156,3,"542.202009979,181.524349259,175.624635973"
94,0.309333,3,"505.299814394,175.594667077,195.239833419"
95,0.335333,3,"523.736521221,160.097826211,171.696684367"
96,0.666667,3,"561.896612562,185.615981039,183.167340413"
97,0.666667,3,"476.599309441,178.611083508,166.031712171"
98,0.00433333,3,"531.829316474,167.763952566,174.230851704"
99,0.374333,3,"575.338593095,186.626756902,183.511714071"
