1.04393882767, 0.948333
5.94573562153, 0.950667
11.4812333842, 0.726333
15.9702659397, 0.878
21.6305861064, 0.787667
28.675988738, 0.324333
30.2356577895, 0.395333
37.489927744, 0.335
45.3479876321, 0.320333
47.3160506525, 0.334667
57.8447680822, 0.507667
58.5112097958, 0.373667
62.1518359399, 0.477
70.6211693957, 0.333333
83.9640469782, 0.666667
81.7321287898, 0.0663333
83.2228957238, 0.318333
100.528683232, 0.394
109.545519073, 0.333333
109.386565519, 0.415667
106.361980937, 0.263667
117.513182577, 0.0796667
105.584702898, 0.257
121.800749772, 0.472
145.973078577, 0.571333
148.053343936, 0.317333
136.339222676, 0.564
145.467591482, 0.263333
172.477764213, 0.0776667
163.272919048, 0.245333
173.264260487, 0.336667
184.621274404, 0.059
190.379058232, 0.127667
189.384148736, 0.334333
178.612231719, 0.299
225.544610259, 0.505333
200.802281073, 0.528333
234.754772105, 0.430333
179.365405007, 0.054
211.970846851, 0.304
207.7073227, 0.333333
239.133765684, 0.311667
221.486419341, 0.332667
239.733286235, 0.809
245.868320438, 0.162
249.940597487, 0.343333
235.704503843, 0.206667
269.557807348, 0.294333
263.912078112, 0.318667
312.626449704, 0.338667
278.043907513, 0.333333
294.323833762, 0.136667
280.682481685, 0.449667
295.902421756, 0.661667
265.050966678, 0.336
243.36672066, 0.217
309.10311862, 0.333333
319.943362148, 0.351
340.017899751, 0.496
341.996957067, 0.011
367.180117278, 0.333333
323.201899651, 0.343667
331.559098056, 0.340667
314.771053864, 0.397
369.20262422, 0.378
356.50145138, 0.202667
327.59463763, 0.333333
348.018690207, 0.207
408.539052075, 0.329
417.834648045, 0.333333
443.385047578, 0.495333
428.513333788, 0.299667
405.325526536, 0.333333
392.535866167, 0.322333
394.313144704, 0.337
433.50247564, 0.255667
425.843010358, 0.333333
458.724106658, 0.41
436.207514897, 0.359
457.22733625, 0.43
436.36266469, 0.333333
443.168144432, 0.335667
424.424309456, 0.327
484.42629629, 0.335333
454.034805976, 0.378
506.02435253, 0.305333
400.997090664, 0.380333
460.308192433, 0.00266667
514.653172092, 0.305333
513.035214736, 0.0616667
515.77689094, 0.108333
594.006890216, 0.436667
451.063384501, 0.339
500.127448103, 0.333333
595.644326081, 0.354333
478.334667578, 0.333333
532.300654482, 0.366333
514.614234047, 0.333333
513.904469566, 0.677333
601.967495594, 0.272333
1.04393882767, 0.948333
5.94573562153, 0.950667
11.4812333842, 0.726333
15.9702659397, 0.878
21.6305861064, 0.787667
28.675988738, 0.324333
30.2356577895, 0.395333
37.489927744, 0.335
45.3479876321, 0.320333
47.3160506525, 0.334667
57.8447680822, 0.507667
58.5112097958, 0.373667
62.1518359399, 0.477
70.6211693957, 0.333333
83.9640469782, 0.666667
81.7321287898, 0.0663333
83.2228957238, 0.318333
100.528683232, 0.394
109.545519073, 0.333333
109.386565519, 0.415667
106.361980937, 0.263667
117.513182577, 0.0796667
105.584702898, 0.257
121.800749772, 0.472
145.973078577, 0.571333
148.053343936, 0.317333
136.339222676, 0.564
145.467591482, 0.263333
172.477764213, 0.0776667
163.272919048, 0.245333
173.264260487, 0.336667
184.621274404, 0.059
190.379058232, 0.127667
189.384148736, 0.334333
178.612231719, 0.299
225.544610259, 0.505333
200.802281073, 0.528333
234.754772105, 0.430333
179.365405007, 0.054
211.970846851, 0.304
207.7073227, 0.333333
239.133765684, 0.311667
221.486419341, 0.332667
239.733286235, 0.809
245.868320438, 0.162
249.940597487, 0.343333
235.704503843, 0.206667
269.557807348, 0.294333
263.912078112, 0.318667
312.626449704, 0.338667
278.043907513, 0.333333
294.323833762, 0.136667
280.682481685, 0.449667
295.902421756, 0.661667
265.050966678, 0.336
243.36672066, 0.217
309.10311862, 0.333333
319.943362148, 0.351
340.017899751, 0.496
341.996957067, 0.011
367.180117278, 0.333333
323.201899651, 0.343667
331.559098056, 0.340667
314.771053864, 0.397
369.20262422, 0.378
356.50145138, 0.202667
327.59463763, 0.333333
348.018690207, 0.207
408.539052075, 0.329
417.834648045, 0.333333
443.385047578, 0.495333
428.513333788, 0.299667
405.325526536, 0.333333
392.535866167, 0.322333
394.313144704, 0.337
433.50247564, 0.255667
425.843010358, 0.333333
458.724106658, 0.41
436.207514897, 0.359
457.22733625, 0.43
436.36266469, 0.333333
443.168144432, 0.335667
424.424309456, 0.327
484.42629629, 0.335333
454.034805976, 0.378
506.02435253, 0.305333
400.997090664, 0.380333
460.308192433, 0.00266667
514.653172092, 0.305333
513.035214736, 0.0616667
515.77689094, 0.108333
594.006890216, 0.436667
451.063384501, 0.339
500.127448103, 0.333333
595.644326081, 0.354333
478.334667578, 0.333333
532.300654482, 0.366333
514.614234047, 0.333333
513.904469566, 0.677333
601.967495594, 0.272333
