0,0.916667,3,"0.726144897538,0.835464331553,0.902322865807"
1,0.951,3,"5.86025245837,2.22633806584,2.54089712029"
2,0.936,3,"10.6190311708,4.40670608631,4.307076789"
3,0.777,3,"17.6413950775,6.08665832402,6.80605817838"
4,0.812667,3,"22.338235369,7.17579438185,7.58268039771"
5,0.359667,3,"27.9695482511,9.34551260558,9.85057337341"
6,0.343,3,"33.5639468238,11.6520768425,12.5944693328"
7,0.531333,3,"38.4181550835,12.3023522397,13.8905336805"
8,0.465,3,"43.6038103265,15.6034808819,14.2562261435"
9,0.419667,3,"52.4254457617,18.9400406109,16.9064060072"
10,0.335667,3,"54.6232137683,17.6210342412,17.6217686547"
11,0.362667,3,"67.1438012728,19.4189476461,20.7224892862"
12,0.643333,3,"69.528576492,20.9441016452,23.9575723171"
13,0.111,3,"65.6322272873,19.051543453,22.7005227297"
14,0.319667,3,"76.0376165277,31.4823389827,27.4697389413"
15,0.022,3,"77.2699392727,25.029441164,31.3955190506"
16,0.224,3,"91.8400709681,28.4039915987,29.1137674155"
17,0.421333,3,"92.3275144269,35.4288243698,35.1271092185"
18,0.333333,3,"114.49108633,32.0126383174,34.6971587354"
19,0.274333,3,"109.656808095,33.2712856147,38.8773472534"
20,0.308,3,"104.658816847,40.5094708866,36.9181407144"
21,0.333333,3,"109.129273493,35.1974577016,34.9909109783"
22,0.097,3,"109.301795149,42.6029808031,39.1319154322"
23,0.128667,3,"121.104981356,44.4768752456,43.9646961376"
24,0.318,3,"131.719429669,41.8342292202,43.0495059224"
25,0.336667,3,"161.145636646,38.4625056859,50.4768681644"
26,0.333333,3,"154.757732197,48.9792427203,48.9888270486"
27,0.572667,3,"149.948935383,51.7480418665,52.3878011966"
28,0.446667,3,"181.236585457,49.3902622675,48.9333633493"
29,0.450333,3,"161.847306496,53.3340656467,53.3007561638"
30,0.003,3,"151.267352511,59.1999859327,54.3429092134"
31,0.527,3,"164.77324595,56.7998001142,57.9007577404"
32,0.323667,3,"178.667979296,56.6796605784,59.3928303621"
33,0.333333,3,"171.56401922,58.6286746846,63.4183763531"
34,0.313,3,"176.971841736,68.2659614547,57.3890112226"
35,0.343333,3,"208.886306097,59.104699473,64.3256678477"
36,0.305667,3,"213.418004348,75.2964934911,71.0122424302"
37,0.305,3,"191.70446786,67.8252353161,75.052450902"
38,0.334667,3,"230.841099581,74.0515622222,72.8362079454"
39,0.255667,3,"193.174010631,66.1721143142,64.4072901082"
40,0.333333,3,"198.709059183,77.9508135766,82.6207534119"
41,0.333333,3,"227.108123891,73.7420763963,76.9369569755"
42,0.446,3,"230.166832877,76.4358228736,71.6806728038"
43,0.333333,3,"224.343229902,78.7328897935,74.6286849888"
44,0.334667,3,"232.540855698,84.3628287437,76.844061969"
45,0.333333,3,"233.478413282,89.3883047909,81.66471424"
46,0.236,3,"245.699717803,79.0435625493,81.8070268696"
47,0.408,3,"282.24743035,83.360798813,87.3551926921"
48,0.333333,3,"235.449928817,87.3649014674,83.6377875657"
49,0.333333,3,"274.250479883,88.355616828,86.3852642541"
50,0.333333,3,"253.902001284,87.8618881353,97.4838702751"
51,0.670333,3,"268.977917254,101.033441925,87.0749191997"
52,0.320333,3,"344.746547725,102.069260062,92.9150522471"
53,0.202,3,"331.984647612,100.092474593,99.7898357319"
54,0.333333,3,"281.02934143,105.355544715,100.427339097"
55,0.483,3,"308.044826501,108.966392315,104.758310424"
56,0.294667,3,"292.790410004,109.243148496,100.138127201"
57,0.19,3,"336.240619306,113.82856352,102.464955373"
58,0.302,3,"319.96449201,101.991627297,101.484700368"
59,0.333333,3,"342.297160038,100.179859411,105.689599183"
60,0.0703333,3,"330.120430115,120.201254177,120.914111686"
61,0.666667,3,"372.16352815,99.7621382365,120.192386157"
62,0.627667,3,"335.907985625,103.579559835,101.614909777"
63,0.00166667,3,"331.144494487,109.325535319,120.723408163"
64,0.0143333,3,"366.150590152,103.551295723,121.105167783"
65,0.333333,3,"391.944290419,112.833842145,128.241118518"
66,0.55,3,"363.45929718,114.66662012,126.271914695"
67,0.13,3,"376.923424699,115.201597586,134.674470196"
68,0.266,3,"372.83195735,118.746327316,113.581320625"
69,0.333333,3,"387.705860754,117.476379655,154.645540216"
70,0.002,3,"309.008110849,134.240033638,152.263174625"
71,0.513,3,"395.51685824,121.606282431,138.830593874"
72,0.0823333,3,"391.95061182,135.965484098,124.167729815"
73,0.00266667,3,"395.967984754,133.106417195,135.990986532"
74,0.337667,3,"462.265135528,138.979864083,121.653360481"
75,0.333333,3,"417.955265037,133.426289533,135.094275233"
76,0.355,3,"437.490293641,135.125970134,137.261796636"
77,0.721333,3,"434.748770122,151.028856439,129.338320346"
78,0.34,3,"423.392890342,138.295541309,121.296266121"
79,0.333333,3,"396.154360558,156.81207123,139.179911698"
80,0.306333,3,"469.888844478,165.119156595,138.254324086"
